-0.1722877,0.1695607,-0.4965541,8,0.5837395,0.5025
-0.0619522,0.1695607,-0.4965541,8,0.5837398,0.2475001
-0.1722877,0.1853229,-0.4965541,8,0.5699859,0.5025
-0.0619522,0.1853229,-0.4965541,8,0.569986,0.2474997
-0.1722877,0.2010851,-0.4965541,8,0.5562323,0.5025
-0.0619522,0.2010851,-0.4965541,8,0.5562327,0.2474998
-0.1722877,0.2168473,-0.4965541,8,0.5424788,0.5025
-0.0619522,0.2168473,-0.4965541,8,0.5424789,0.2474999
-0.1722877,0.2326095,-0.4965541,8,0.5287253,0.5025
-0.0619522,0.2326095,-0.4965541,8,0.5287255,0.2475
-0.1722877,0.2483717,-0.4965541,8,0.5149717,0.5025
-0.0619522,0.2483717,-0.4965541,8,0.5149722,0.2475
-0.1722877,0.2641339,-0.4965541,8,0.5012182,0.5025
-0.0619522,0.2641339,-0.4965541,8,0.5012183,0.2474996
-0.1722877,0.2798961,-0.4965541,8,0.4874647,0.5025
-0.0619522,0.2798961,-0.4965541,8,0.487465,0.2474997
-0.1722877,0.2956583,-0.4965541,8,0.4737111,0.5025
-0.0619522,0.2956583,-0.4965541,8,0.4737112,0.2474998
-0.1722877,0.3114206,-0.4965541,8,0.4599576,0.5025
-0.0619522,0.3114206,-0.4965541,8,0.4599578,0.2474999
-0.1722877,0.3271828,-0.4965541,8,0.4462041,0.5025
-0.0619522,0.3271828,-0.4965541,8,0.446204,0.2475
-0.1722877,0.3429451,-0.4965541,8,0.4324505,0.5025
-0.0619522,0.3429451,-0.4965541,8,0.4324507,0.2475001
-0.1722877,0.3587073,-0.4965541,8,0.418697,0.5025
-0.0619522,0.3587073,-0.4965541,8,0.4186969,0.2474997
-0.1722877,0.3744694,-0.4965541,8,0.4049435,0.5025
-0.0619522,0.3744694,-0.4965541,8,0.4049435,0.2474998
-0.1722877,0.3902316,-0.4965541,8,0.3911899,0.5025
-0.0619522,0.3902316,-0.4965541,8,0.3911897,0.2474999
-0.1722877,0.4059939,-0.4965541,8,0.3774364,0.5025
-0.0619522,0.4059939,-0.4965541,8,0.3774363,0.2474999
-0.1722877,0.421756,-0.4965541,8,0.3636828,0.5025
-0.1565255,0.421756,-0.4965541,8,0.3355944,0.5025
-0.1407633,0.421756,-0.4965541,8,0.2961889,0.5025
-0.1250011,0.421756,-0.4965541,8,0.2567834,0.5025
-0.1092389,0.421756,-0.4965541,8,0.2173779,0.5025
-0.09347665,0.421756,-0.4965541,8,0.1779724,0.5025
-0.07771444,0.421756,-0.4965541,8,0.1385668,0.5025
-0.0619522,0.421756,-0.4965541,8,0.3636825,0.2475
-0.1722877,0.122274,-0.480792,8,0.625,0.5025
-0.1565255,0.122274,-0.480792,8,0.6644055,0.5025
-0.1407633,0.122274,-0.480792,8,0.703811,0.5025
-0.1250011,0.122274,-0.480792,8,0.7432166,0.5025
-0.1092389,0.122274,-0.480792,8,0.7826222,0.5025
-0.09347665,0.122274,-0.480792,8,0.8220277,0.5025
-0.07771444,0.122274,-0.480792,8,0.8614331,0.5025
-0.0619522,0.122274,-0.480792,8,0.9008387,0.5025
-0.1722877,0.1380363,-0.480792,8,0.6112465,0.5025
-0.0619522,0.1380363,-0.480792,8,0.6112465,0.2475
-0.1722877,0.1537985,-0.480792,8,0.597493,0.5025
-0.0619522,0.1537985,-0.480792,8,0.5974932,0.2475
-0.1722877,0.1695607,-0.480792,8,0.5837395,0.5025
-0.0619522,0.1695607,-0.480792,8,0.5837398,0.2475001
-0.1722877,0.1853229,-0.480792,8,0.5699859,0.5025
-0.0619522,0.1853229,-0.480792,8,0.569986,0.2474997
-0.1722877,0.2010851,-0.480792,8,0.5562323,0.5025
-0.0619522,0.2010851,-0.480792,8,0.5562327,0.2474998
-0.1722877,0.2168473,-0.480792,8,0.5424788,0.5025
-0.0619522,0.2168473,-0.480792,8,0.5424789,0.2474999
-0.1722877,0.2326095,-0.480792,8,0.5287253,0.5025
-0.0619522,0.2326095,-0.480792,8,0.5287255,0.2475
-0.1722877,0.2483717,-0.480792,8,0.5149717,0.5025
-0.0619522,0.2483717,-0.480792,8,0.5149722,0.2475
-0.1722877,0.2641339,-0.480792,8,0.5012182,0.5025
-0.0619522,0.2641339,-0.480792,8,0.5012183,0.2474996
-0.1722877,0.2798961,-0.480792,8,0.4874647,0.5025
-0.0619522,0.2798961,-0.480792,8,0.487465,0.2474997
-0.1722877,0.2956583,-0.480792,8,0.4737111,0.5025
-0.0619522,0.2956583,-0.480792,8,0.4737112,0.2474998
-0.1722877,0.3114206,-0.480792,8,0.4599576,0.5025
-0.0619522,0.3114206,-0.480792,8,0.4599578,0.2474999
-0.1722877,0.3271828,-0.480792,8,0.4462041,0.5025
-0.0619522,0.3271828,-0.480792,8,0.446204,0.2475
-0.1722877,0.3429451,-0.480792,8,0.4324505,0.5025
-0.0619522,0.3429451,-0.480792,8,0.4324507,0.2475001
-0.1722877,0.3587073,-0.480792,8,0.418697,0.5025
-0.0619522,0.3587073,-0.480792,8,0.4186969,0.2474997
-0.1722877,0.3744694,-0.480792,8,0.4049435,0.5025
-0.0619522,0.3744694,-0.480792,8,0.4049435,0.2474998
-0.1722877,0.3902316,-0.480792,8,0.3911899,0.5025
-0.0619522,0.3902316,-0.480792,8,0.3911897,0.2474999
-0.1722877,0.4059939,-0.480792,8,0.3774364,0.5025
-0.0619522,0.4059939,-0.480792,8,0.3774363,0.2474999
-0.1722877,0.421756,-0.480792,8,0.3636828,0.5025
-0.1565255,0.421756,-0.480792,8,0.3355944,0.5025
-0.1407633,0.421756,-0.480792,8,0.2961889,0.5025
-0.1250011,0.421756,-0.480792,8,0.2567834,0.5025
-0.1092389,0.421756,-0.480792,8,0.2173779,0.5025
-0.09347665,0.421756,-0.480792,8,0.1779724,0.5025
-0.07771444,0.421756,-0.480792,8,0.1385668,0.5025
-0.0619522,0.421756,-0.480792,8,0.3636825,0.2475
-0.1722877,0.122274,-0.4650297,8,0.625,0.5025
-0.1565255,0.122274,-0.4650297,8,0.6644055,0.5025
-0.1407633,0.122274,-0.4650297,8,0.703811,0.5025
-0.1250011,0.122274,-0.4650297,8,0.7432166,0.5025
-0.1092389,0.122274,-0.4650297,8,0.7826222,0.5025
-0.09347665,0.122274,-0.4650297,8,0.8220277,0.5025
-0.07771444,0.122274,-0.4650297,8,0.8614331,0.5025
-0.0619522,0.122274,-0.4650297,8,0.9008387,0.5025
-0.1722877,0.1380363,-0.4650297,8,0.6112465,0.5025
-0.0619522,0.1380363,-0.4650297,8,0.6112465,0.2475
-0.1722877,0.1537985,-0.4650297,8,0.597493,0.5025
-0.0619522,0.1537985,-0.4650297,8,0.5974932,0.2475
-0.1722877,0.1695607,-0.4650297,8,0.5837395,0.5025
-0.0619522,0.1695607,-0.4650297,8,0.5837398,0.2475001
-0.1722877,0.1853229,-0.4650297,8,0.5699859,0.5025
-0.0619522,0.1853229,-0.4650297,8,0.569986,0.2474997
-0.1722877,0.2010851,-0.4650297,8,0.5562323,0.5025
-0.0619522,0.2010851,-0.4650297,8,0.5562327,0.2474998
-0.1722877,0.2168473,-0.4650297,8,0.5424788,0.5025
-0.0619522,0.2168473,-0.4650297,8,0.5424789,0.2474999
-0.1722877,0.2326095,-0.4650297,8,0.5287253,0.5025
-0.0619522,0.2326095,-0.4650297,8,0.5287255,0.2475
-0.1722877,0.2483717,-0.4650297,8,0.5149717,0.5025
-0.0619522,0.2483717,-0.4650297,8,0.5149722,0.2475
-0.1722877,0.2641339,-0.4650297,8,0.5012182,0.5025
-0.0619522,0.2641339,-0.4650297,8,0.5012183,0.2474996
-0.1722877,0.2798961,-0.4650297,8,0.4874647,0.5025
-0.0619522,0.2798961,-0.4650297,8,0.487465,0.2474997
-0.1722877,0.2956583,-0.4650297,8,0.4737111,0.5025
-0.0619522,0.2956583,-0.4650297,8,0.4737112,0.2474998
-0.1722877,0.3114206,-0.4650297,8,0.4599576,0.5025
-0.0619522,0.3114206,-0.4650297,8,0.4599578,0.2474999
-0.1722877,0.3271828,-0.4650297,8,0.4462041,0.5025
-0.0619522,0.3271828,-0.4650297,8,0.446204,0.2475
-0.1722877,0.3429451,-0.4650297,8,0.4324505,0.5025
-0.0619522,0.3429451,-0.4650297,8,0.4324507,0.2475001
-0.1722877,0.3587073,-0.4650297,8,0.418697,0.5025
-0.0619522,0.3587073,-0.4650297,8,0.4186969,0.2474997
-0.1722877,0.3744694,-0.4650297,8,0.4049435,0.5025
-0.0619522,0.3744694,-0.4650297,8,0.4049435,0.2474998
-0.1722877,0.3902316,-0.4650297,8,0.3911899,0.5025
-0.0619522,0.3902316,-0.4650297,8,0.3911897,0.2474999
-0.1722877,0.4059939,-0.4650297,8,0.3774364,0.5025
-0.0619522,0.4059939,-0.4650297,8,0.3774363,0.2474999
-0.1722877,0.421756,-0.4650297,8,0.3636828,0.5025
-0.1565255,0.421756,-0.4650297,8,0.3355944,0.5025
-0.1407633,0.421756,-0.4650297,8,0.2961889,0.5025
-0.1250011,0.421756,-0.4650297,8,0.2567834,0.5025
-0.1092389,0.421756,-0.4650297,8,0.2173779,0.5025
-0.09347665,0.421756,-0.4650297,8,0.1779724,0.5025
-0.07771444,0.421756,-0.4650297,8,0.1385668,0.5025
-0.0619522,0.421756,-0.4650297,8,0.3636825,0.2475
-0.1722877,0.122274,-0.4492675,8,0.625,0.5025
-0.1565255,0.122274,-0.4492675,8,0.6644055,0.5025
-0.1407633,0.122274,-0.4492675,8,0.703811,0.5025
-0.1250011,0.122274,-0.4492675,8,0.7432166,0.5025
-0.1092389,0.122274,-0.4492675,8,0.7826222,0.5025
-0.09347665,0.122274,-0.4492675,8,0.8220277,0.5025
-0.07771444,0.122274,-0.4492675,8,0.8614331,0.5025
-0.0619522,0.122274,-0.4492675,8,0.9008387,0.5025
-0.1722877,0.1380363,-0.4492675,8,0.6112465,0.5025
-0.0619522,0.1380363,-0.4492675,8,0.6112465,0.2475
-0.1722877,0.1537985,-0.4492675,8,0.597493,0.5025
-0.0619522,0.1537985,-0.4492675,8,0.5974932,0.2475
-0.1722877,0.1695607,-0.4492675,8,0.5837395,0.5025
-0.0619522,0.1695607,-0.4492675,8,0.5837398,0.2475001
-0.1722877,0.1853229,-0.4492675,8,0.5699859,0.5025
-0.0619522,0.1853229,-0.4492675,8,0.569986,0.2474997
-0.1722877,0.2010851,-0.4492675,8,0.5562323,0.5025
-0.0619522,0.2010851,-0.4492675,8,0.5562327,0.2474998
-0.1722877,0.2168473,-0.4492675,8,0.5424788,0.5025
-0.0619522,0.2168473,-0.4492675,8,0.5424789,0.2474999
-0.1722877,0.2326095,-0.4492675,8,0.5287253,0.5025
-0.0619522,0.2326095,-0.4492675,8,0.5287255,0.2475
-0.1722877,0.2483717,-0.4492675,8,0.5149717,0.5025
-0.0619522,0.2483717,-0.4492675,8,0.5149722,0.2475
-0.1722877,0.2641339,-0.4492675,8,0.5012182,0.5025
-0.0619522,0.2641339,-0.4492675,8,0.5012183,0.2474996
-0.1722877,0.2798961,-0.4492675,8,0.4874647,0.5025
-0.0619522,0.2798961,-0.4492675,8,0.487465,0.2474997
-0.1722877,0.2956583,-0.4492675,8,0.4737111,0.5025
-0.0619522,0.2956583,-0.4492675,8,0.4737112,0.2474998
-0.1722877,0.3114206,-0.4492675,8,0.4599576,0.5025
-0.0619522,0.3114206,-0.4492675,8,0.4599578,0.2474999
-0.1722877,0.3271828,-0.4492675,8,0.4462041,0.5025
-0.0619522,0.3271828,-0.4492675,8,0.446204,0.2475
-0.1722877,0.3429451,-0.4492675,8,0.4324505,0.5025
-0.0619522,0.3429451,-0.4492675,8,0.4324507,0.2475001
-0.1722877,0.3587073,-0.4492675,8,0.418697,0.5025
-0.0619522,0.3587073,-0.4492675,8,0.4186969,0.2474997
-0.1722877,0.3744694,-0.4492675,8,0.4049435,0.5025
-0.0619522,0.3744694,-0.4492675,8,0.4049435,0.2474998
-0.1722877,0.3902316,-0.4492675,8,0.3911899,0.5025
-0.0619522,0.3902316,-0.4492675,8,0.3911897,0.2474999
-0.1722877,0.4059939,-0.4492675,8,0.3774364,0.5025
-0.0619522,0.4059939,-0.4492675,8,0.3774363,0.2474999
-0.1722877,0.421756,-0.4492675,8,0.3636828,0.5025
-0.1565255,0.421756,-0.4492675,8,0.3355944,0.5025
-0.1407633,0.421756,-0.4492675,8,0.2961889,0.5025
-0.1250011,0.421756,-0.4492675,8,0.2567834,0.5025
-0.1092389,0.421756,-0.4492675,8,0.2173779,0.5025
-0.09347665,0.421756,-0.4492675,8,0.1779724,0.5025
-0.07771444,0.421756,-0.4492675,8,0.1385668,0.5025
-0.0619522,0.421756,-0.4492675,8,0.3636825,0.2475
-0.1722877,0.122274,-0.4335053,8,0.625,0.5025
-0.1565255,0.122274,-0.4335053,8,0.6644055,0.5025
-0.1407633,0.122274,-0.4335053,8,0.703811,0.5025
-0.1250011,0.122274,-0.4335053,8,0.7432166,0.5025
-0.1092389,0.122274,-0.4335053,8,0.7826222,0.5025
-0.09347665,0.122274,-0.4335053,8,0.8220277,0.5025
-0.07771444,0.122274,-0.4335053,8,0.8614331,0.5025
-0.0619522,0.122274,-0.4335053,8,0.9008387,0.5025
-0.1722877,0.1380363,-0.4335053,8,0.6112465,0.5025
-0.0619522,0.1380363,-0.4335053,8,0.6112465,0.2475
-0.1722877,0.1537985,-0.4335053,8,0.597493,0.5025
-0.0619522,0.1537985,-0.4335053,8,0.5974932,0.2475
-0.1722877,0.1695607,-0.4335053,8,0.5837395,0.5025
-0.0619522,0.1695607,-0.4335053,8,0.5837398,0.2475001
-0.1722877,0.1853229,-0.4335053,8,0.5699859,0.5025
-0.0619522,0.1853229,-0.4335053,8,0.569986,0.2474997
-0.1722877,0.2010851,-0.4335053,8,0.5562323,0.5025
-0.0619522,0.2010851,-0.4335053,8,0.5562327,0.2474998
-0.1722877,0.2168473,-0.4335053,8,0.5424788,0.5025
-0.0619522,0.2168473,-0.4335053,8,0.5424789,0.2474999
-0.1722877,0.2326095,-0.4335053,8,0.5287253,0.5025
-0.0619522,0.2326095,-0.4335053,8,0.5287255,0.2475
-0.1722877,0.2483717,-0.4335053,8,0.5149717,0.5025
-0.0619522,0.2483717,-0.4335053,8,0.5149722,0.2475
-0.1722877,0.2641339,-0.4335053,8,0.5012182,0.5025
-0.0619522,0.2641339,-0.4335053,8,0.5012183,0.2474996
-0.1722877,0.2798961,-0.4335053,8,0.4874647,0.5025
-0.0619522,0.2798961,-0.4335053,8,0.487465,0.2474997
-0.1722877,0.2956583,-0.4335053,8,0.4737111,0.5025
-0.0619522,0.2956583,-0.4335053,8,0.4737112,0.2474998
-0.1722877,0.3114206,-0.4335053,8,0.4599576,0.5025
-0.0619522,0.3114206,-0.4335053,8,0.4599578,0.2474999
-0.1722877,0.3271828,-0.4335053,8,0.4462041,0.5025
-0.0619522,0.3271828,-0.4335053,8,0.446204,0.2475
-0.1722877,0.3429451,-0.4335053,8,0.4324505,0.5025
-0.0619522,0.3429451,-0.4335053,8,0.4324507,0.2475001
-0.1722877,0.3587073,-0.4335053,8,0.418697,0.5025
-0.0619522,0.3587073,-0.4335053,8,0.4186969,0.2474997
-0.1722877,0.3744694,-0.4335053,8,0.4049435,0.5025
-0.0619522,0.3744694,-0.4335053,8,0.4049435,0.2474998
-0.1722877,0.3902316,-0.4335053,8,0.3911899,0.5025
-0.0619522,0.3902316,-0.4335053,8,0.3911897,0.2474999
-0.1722877,0.4059939,-0.4335053,8,0.3774364,0.5025
-0.0619522,0.4059939,-0.4335053,8,0.3774363,0.2474999
-0.1722877,0.421756,-0.4335053,8,0.3636828,0.5025
-0.1565255,0.421756,-0.4335053,8,0.3355944,0.5025
-0.1407633,0.421756,-0.4335053,8,0.2961889,0.5025
-0.1250011,0.421756,-0.4335053,8,0.2567834,0.5025
-0.1092389,0.421756,-0.4335053,8,0.2173779,0.5025
-0.09347665,0.421756,-0.4335053,8,0.1779724,0.5025
-0.07771444,0.421756,-0.4335053,8,0.1385668,0.5025
-0.0619522,0.421756,-0.4335053,8,0.3636825,0.2475
-0.1722877,0.122274,-0.4177431,8,0.625,0.5025
-0.1565255,0.122274,-0.4177431,8,0.6644055,0.5025
-0.1407633,0.122274,-0.4177431,8,0.703811,0.5025
-0.1250011,0.122274,-0.4177431,8,0.7432166,0.5025
-0.1092389,0.122274,-0.4177431,8,0.7826222,0.5025
-0.09347665,0.122274,-0.4177431,8,0.8220277,0.5025
-0.07771444,0.122274,-0.4177431,8,0.8614331,0.5025
-0.0619522,0.122274,-0.4177431,8,0.9008387,0.5025
-0.1722877,0.1380363,-0.4177431,8,0.6112465,0.5025
-0.0619522,0.1380363,-0.4177431,8,0.6112465,0.2475
-0.1722877,0.1537985,-0.4177431,8,0.597493,0.5025
-0.0619522,0.1537985,-0.4177431,8,0.5974932,0.2475
-0.1722877,0.1695607,-0.4177431,8,0.5837395,0.5025
-0.0619522,0.1695607,-0.4177431,8,0.5837398,0.2475001
-0.1722877,0.1853229,-0.4177431,8,0.5699859,0.5025
-0.0619522,0.1853229,-0.4177431,8,0.569986,0.2474997
-0.1722877,0.2010851,-0.4177431,8,0.5562323,0.5025
-0.0619522,0.2010851,-0.4177431,8,0.5562327,0.2474998
-0.1722877,0.2168473,-0.4177431,8,0.5424788,0.5025
-0.0619522,0.2168473,-0.4177431,8,0.5424789,0.2474999
-0.1722877,0.2326095,-0.4177431,8,0.5287253,0.5025
-0.0619522,0.2326095,-0.4177431,8,0.5287255,0.2475
-0.1722877,0.2483717,-0.4177431,8,0.5149717,0.5025
-0.0619522,0.2483717,-0.4177431,8,0.5149722,0.2475
-0.1722877,0.2641339,-0.4177431,8,0.5012182,0.5025
-0.0619522,0.2641339,-0.4177431,8,0.5012183,0.2474996
-0.1722877,0.2798961,-0.4177431,8,0.4874647,0.5025
-0.0619522,0.2798961,-0.4177431,8,0.487465,0.2474997
-0.1722877,0.2956583,-0.4177431,8,0.4737111,0.5025
-0.0619522,0.2956583,-0.4177431,8,0.4737112,0.2474998
-0.1722877,0.3114206,-0.4177431,8,0.4599576,0.5025
-0.0619522,0.3114206,-0.4177431,8,0.4599578,0.2474999
-0.1722877,0.3271828,-0.4177431,8,0.4462041,0.5025
-0.0619522,0.3271828,-0.4177431,8,0.446204,0.2475
-0.1722877,0.3429451,-0.4177431,8,0.4324505,0.5025
-0.0619522,0.3429451,-0.4177431,8,0.4324507,0.2475001
-0.1722877,0.3587073,-0.4177431,8,0.418697,0.5025
-0.0619522,0.3587073,-0.4177431,8,0.4186969,0.2474997
-0.1722877,0.3744694,-0.4177431,8,0.4049435,0.5025
-0.0619522,0.3744694,-0.4177431,8,0.4049435,0.2474998
-0.1722877,0.3902316,-0.4177431,8,0.3911899,0.5025
-0.0619522,0.3902316,-0.4177431,8,0.3911897,0.2474999
-0.1722877,0.4059939,-0.4177431,8,0.3774364,0.5025
-0.0619522,0.4059939,-0.4177431,8,0.3774363,0.2474999
-0.1722877,0.421756,-0.4177431,8,0.3636828,0.5025
-0.1565255,0.421756,-0.4177431,8,0.3355944,0.5025
-0.1407633,0.421756,-0.4177431,8,0.2961889,0.5025
-0.1250011,0.421756,-0.4177431,8,0.2567834,0.5025
-0.1092389,0.421756,-0.4177431,8,0.2173779,0.5025
-0.09347665,0.421756,-0.4177431,8,0.1779724,0.5025
-0.07771444,0.421756,-0.4177431,8,0.1385668,0.5025
-0.0619522,0.421756,-0.4177431,8,0.3636825,0.2475
-0.1722877,0.122274,-0.4019809,8,0.625,0.5025
-0.1565255,0.122274,-0.4019809,8,0.6644055,0.5025
-0.1407633,0.122274,-0.4019809,8,0.703811,0.5025
-0.1250011,0.122274,-0.4019809,8,0.7432166,0.5025
-0.1092389,0.122274,-0.4019809,8,0.7826222,0.5025
-0.09347665,0.122274,-0.4019809,8,0.8220277,0.5025
-0.07771444,0.122274,-0.4019809,8,0.8614331,0.5025
-0.0619522,0.122274,-0.4019809,8,0.9008387,0.5025
-0.1722877,0.1380363,-0.4019809,8,0.6112465,0.5025
-0.0619522,0.1380363,-0.4019809,8,0.6112465,0.2475
-0.1722877,0.1537985,-0.4019809,8,0.597493,0.5025
-0.0619522,0.1537985,-0.4019809,8,0.5974932,0.2475
-0.1722877,0.1695607,-0.4019809,8,0.5837395,0.5025
-0.0619522,0.1695607,-0.4019809,8,0.5837398,0.2475001
-0.1722877,0.1853229,-0.4019809,8,0.5699859,0.5025
-0.0619522,0.1853229,-0.4019809,8,0.569986,0.2474997
-0.1722877,0.2010851,-0.4019809,8,0.5562323,0.5025
-0.0619522,0.2010851,-0.4019809,8,0.5562327,0.2474998
-0.1722877,0.2168473,-0.4019809,8,0.5424788,0.5025
-0.0619522,0.2168473,-0.4019809,8,0.5424789,0.2474999
-0.1722877,0.2326095,-0.4019809,8,0.5287253,0.5025
-0.0619522,0.2326095,-0.4019809,8,0.5287255,0.2475
-0.1722877,0.2483717,-0.4019809,8,0.5149717,0.5025
-0.0619522,0.2483717,-0.4019809,8,0.5149722,0.2475
-0.1722877,0.2641339,-0.4019809,8,0.5012182,0.5025
-0.0619522,0.2641339,-0.4019809,8,0.5012183,0.2474996
-0.1722877,0.2798961,-0.4019809,8,0.4874647,0.5025
-0.0619522,0.2798961,-0.4019809,8,0.487465,0.2474997
-0.1722877,0.2956583,-0.4019809,8,0.4737111,0.5025
-0.0619522,0.2956583,-0.4019809,8,0.4737112,0.2474998
-0.1722877,0.3114206,-0.4019809,8,0.4599576,0.5025
-0.0619522,0.3114206,-0.4019809,8,0.4599578,0.2474999
-0.1722877,0.3271828,-0.4019809,8,0.4462041,0.5025
-0.0619522,0.3271828,-0.4019809,8,0.446204,0.2475
-0.1722877,0.3429451,-0.4019809,8,0.4324505,0.5025
-0.0619522,0.3429451,-0.4019809,8,0.4324507,0.2475001
-0.1722877,0.3587073,-0.4019809,8,0.418697,0.5025
-0.0619522,0.3587073,-0.4019809,8,0.4186969,0.2474997
-0.1722877,0.3744694,-0.4019809,8,0.4049435,0.5025
-0.0619522,0.3744694,-0.4019809,8,0.4049435,0.2474998
-0.1722877,0.3902316,-0.4019809,8,0.3911899,0.5025
-0.0619522,0.3902316,-0.4019809,8,0.3911897,0.2474999
-0.1722877,0.4059939,-0.4019809,8,0.3774364,0.5025
-0.0619522,0.4059939,-0.4019809,8,0.3774363,0.2474999
-0.1722877,0.421756,-0.4019809,8,0.3636828,0.5025
-0.1565255,0.421756,-0.4019809,8,0.3355944,0.5025
-0.1407633,0.421756,-0.4019809,8,0.2961889,0.5025
-0.1250011,0.421756,-0.4019809,8,0.2567834,0.5025
-0.1092389,0.421756,-0.4019809,8,0.2173779,0.5025
-0.09347665,0.421756,-0.4019809,8,0.1779724,0.5025
-0.07771444,0.421756,-0.4019809,8,0.1385668,0.5025
-0.0619522,0.421756,-0.4019809,8,0.3636825,0.2475
-0.1722877,0.122274,-0.3862186,8,0.625,0.5025
-0.1565255,0.122274,-0.3862186,8,0.6644055,0.5025
-0.1407633,0.122274,-0.3862186,8,0.703811,0.5025
-0.1250011,0.122274,-0.3862186,8,0.7432166,0.5025
-0.1092389,0.122274,-0.3862186,8,0.7826222,0.5025
-0.09347665,0.122274,-0.3862186,8,0.8220277,0.5025
-0.07771444,0.122274,-0.3862186,8,0.8614331,0.5025
-0.0619522,0.122274,-0.3862186,8,0.9008387,0.5025
-0.1722877,0.1380363,-0.3862186,8,0.6112465,0.5025
-0.0619522,0.1380363,-0.3862186,8,0.6112465,0.2475
-0.1722877,0.1537985,-0.3862186,8,0.597493,0.5025
-0.0619522,0.1537985,-0.3862186,8,0.5974932,0.2475
-0.1722877,0.1695607,-0.3862186,8,0.5837395,0.5025
-0.0619522,0.1695607,-0.3862186,8,0.5837398,0.2475001
-0.1722877,0.1853229,-0.3862186,8,0.5699859,0.5025
-0.0619522,0.1853229,-0.3862186,8,0.569986,0.2474997
-0.1722877,0.2010851,-0.3862186,8,0.5562323,0.5025
-0.0619522,0.2010851,-0.3862186,8,0.5562327,0.2474998
-0.1722877,0.2168473,-0.3862186,8,0.5424788,0.5025
-0.0619522,0.2168473,-0.3862186,8,0.5424789,0.2474999
-0.1722877,0.2326095,-0.3862186,8,0.5287253,0.5025
-0.0619522,0.2326095,-0.3862186,8,0.5287255,0.2475
-0.1722877,0.2483717,-0.3862186,8,0.5149717,0.5025
-0.0619522,0.2483717,-0.3862186,8,0.5149722,0.2475
-0.1722877,0.2641339,-0.3862186,8,0.5012182,0.5025
-0.0619522,0.2641339,-0.3862186,8,0.5012183,0.2474996
-0.1722877,0.2798961,-0.3862186,8,0.4874647,0.5025
-0.0619522,0.2798961,-0.3862186,8,0.487465,0.2474997
-0.1722877,0.2956583,-0.3862186,8,0.4737111,0.5025
-0.0619522,0.2956583,-0.3862186,8,0.4737112,0.2474998
-0.1722877,0.3114206,-0.3862186,8,0.4599576,0.5025
-0.0619522,0.3114206,-0.3862186,8,0.4599578,0.2474999
-0.1722877,0.3271828,-0.3862186,8,0.4462041,0.5025
-0.0619522,0.3271828,-0.3862186,8,0.446204,0.2475
-0.1722877,0.3429451,-0.3862186,8,0.4324505,0.5025
-0.0619522,0.3429451,-0.3862186,8,0.4324507,0.2475001
-0.1722877,0.3587073,-0.3862186,8,0.418697,0.5025
-0.0619522,0.3587073,-0.3862186,8,0.4186969,0.2474997
-0.1722877,0.3744694,-0.3862186,8,0.4049435,0.5025
-0.0619522,0.3744694,-0.3862186,8,0.4049435,0.2474998
-0.1722877,0.3902316,-0.3862186,8,0.3911899,0.5025
-0.0619522,0.3902316,-0.3862186,8,0.3911897,0.2474999
-0.1722877,0.4059939,-0.3862186,8,0.3774364,0.5025
-0.0619522,0.4059939,-0.3862186,8,0.3774363,0.2474999
-0.1722877,0.421756,-0.3862186,8,0.3636828,0.5025
-0.1565255,0.421756,-0.3862186,8,0.3355944,0.5025
-0.1407633,0.421756,-0.3862186,8,0.2961889,0.5025
-0.1250011,0.421756,-0.3862186,8,0.2567834,0.5025
-0.1092389,0.421756,-0.3862186,8,0.2173779,0.5025
-0.09347665,0.421756,-0.3862186,8,0.1779724,0.5025
-0.07771444,0.421756,-0.3862186,8,0.1385668,0.5025
-0.0619522,0.421756,-0.3862186,8,0.3636825,0.2475
-0.1722877,0.122274,-0.3704565,8,0.625,0.5025
-0.1565255,0.122274,-0.3704565,8,0.6644055,0.5025
-0.1407633,0.122274,-0.3704565,8,0.703811,0.5025
-0.1250011,0.122274,-0.3704565,8,0.7432166,0.5025
-0.1092389,0.122274,-0.3704565,8,0.7826222,0.5025
-0.09347665,0.122274,-0.3704565,8,0.8220277,0.5025
-0.07771444,0.122274,-0.3704565,8,0.8614331,0.5025
-0.0619522,0.122274,-0.3704565,8,0.9008387,0.5025
-0.1722877,0.1380363,-0.3704565,8,0.6112465,0.5025
-0.0619522,0.1380363,-0.3704565,8,0.6112465,0.2475
-0.1722877,0.1537985,-0.3704565,8,0.597493,0.5025
-0.0619522,0.1537985,-0.3704565,8,0.5974932,0.2475
-0.1722877,0.1695607,-0.3704565,8,0.5837395,0.5025
-0.0619522,0.1695607,-0.3704565,8,0.5837398,0.2475001
-0.1722877,0.1853229,-0.3704565,8,0.5699859,0.5025
-0.0619522,0.1853229,-0.3704565,8,0.569986,0.2474997
-0.1722877,0.2010851,-0.3704565,8,0.5562323,0.5025
-0.0619522,0.2010851,-0.3704565,8,0.5562327,0.2474998
-0.1722877,0.2168473,-0.3704565,8,0.5424788,0.5025
-0.0619522,0.2168473,-0.3704565,8,0.5424789,0.2474999
-0.1722877,0.2326095,-0.3704565,8,0.5287253,0.5025
-0.0619522,0.2326095,-0.3704565,8,0.5287255,0.2475
-0.1722877,0.2483717,-0.3704565,8,0.5149717,0.5025
-0.0619522,0.2483717,-0.3704565,8,0.5149722,0.2475
